"","player.x","n","player_id","team","team_id","position","SBgoals","SBapp","pos","player.y","club","total","rn","dist"
"859","MANUEL UGARTE",87,137196,"MANCHESTER UNITED",1724,"M",2,45,"M","MANUEL UGARTE","Manchester United",2,925,0
"860","MARCUS EDWARDS",105,93680,"BURNLEY",435,"F",2,17,"M","MARCUS EDWARDS","Burnley",2,926,0
"861","MARSHALL MUNETSI",77,119805,"WOLVES",2848,"M",2,16,"M","MARSHALL MUNETSI","Wolves",2,927,0
"862","MATT O'RILEY",103,106668,"BRIGHTON",381,"M",2,23,"M","MATT O'RILEY","Brighton",2,928,0
"863","MATT PHILLIPS",75,49017,"OXFORD",1964,"M",2,30,"M","MATT PHILLIPS","Oxford",2,929,0
"864","MATTY DALY",67,119017,"HARROGATE",1222,"M",1,17,"M","MATTY DALY","Harrogate",2,930,0
"865","MATTY JAMES",79,51501,"WREXHAM",2859,"M",2,32,"M","MATTY JAMES","Wrexham",2,931,0
"866","MATUS HOLICEK",69,163394,"CREWE",652,"M",2,40,"M","MATUS HOLICEK","Crewe",2,932,0
"867","MICHAEL CRAIG",59,144256,"LEYTON ORIENT",1537,"M",2,32,"M","MICHAEL CRAIG","Reading",2,933,0
"868","MICHAEL OLAKIGBE",101,176117,"BRENTFORD",378,"F",2,33,"M","MICHAEL OLAKIGBE","Chesterfield",2,934,0
"869","MICHAEL SPELLMAN",97,163601,"NEWPORT COUNTY",1824,"F",2,31,"M","MICHAEL SPELLMAN","Newport",2,935,0
"870","YANG MIN-HYEOK",109,187873,"TOTTENHAM",2590,"F",2,14,"M","MIN-HYEOK YANG","QPR",2,936,0.261904761904762
"871","MITCH PINNOCK",68,69850,"BROMLEY",335,"M",2,48,"M","MITCH PINNOCK","Northampton",2,937,0
"872","MOHAMED BELLOUMI",87,139970,"HULL",1310,"F",2,10,"M","MOHAMED BELLOUMI","Hull",2,938,0
"873","MOISES CAICEDO",107,134664,"CHELSEA",536,"M",2,45,"M","MOISÉS CAICEDO","Chelsea",2,939,0.0476190476190477
"874","NATHAN BROADHEAD",93,96065,"IPSWICH",1372,"F",2,21,"M","NATHAN BROADHEAD","Ipswich",2,940,0
"875","NICK TSAROULLA",53,114320,"NOTTS COUNTY",1871,"D",2,39,"M","NICK TSAROULLA","Notts County",2,941,0
"876","NICO GONZALEZ",85,143010,"MANCHESTER CITY",1718,"M",3,23,"M","NICO GONZÁLEZ","Manchester City",2,942,0.0512820512820513
"877","ODIN BAILEY",65,111519,"STOCKPORT",2473,"M",2,36,"M","ODIN BAILEY","Stockport",2,943,0
"878","OLIVER ARBLASTER",71,145752,"SHEFFIELD UNITED",2328,"M",2,12,"M","OLIVER ARBLASTER","Sheffield United",2,944,0
"879","HIDDE TER AVEST",51,80187,"OXFORD",1964,"D",1,22,"M","OLIVER GREAVES","Newport",2,945,0.307936507936508
"880","OLIVER GREAVES",69,123230,"NEWPORT COUNTY",1824,"M",2,16,"M","OLIVER GREAVES","Newport",2,945,0
"881","OLLIE TANNER",103,124880,"CARDIFF",485,"F",2,31,"M","OLLIE TANNER","Cardiff",2,947,0
"882","PATRICK ROBERTS",73,75028,"SUNDERLAND",2493,"M",2,48,"M","PATRICK ROBERTS","Sunderland",2,949,0
"883","PAUL SMYTH",91,89636,"QPR",2093,"F",2,47,"M","PAUL SMYTH","QPR",2,951,0
"884","REISS NELSON",93,104451,"ARSENAL",142,"F",2,13,"M","REISS NELSON","Fulham",2,952,0
"885","RICHARD SMALLWOOD",59,55835,"TRANMERE",2598,"M",2,46,"M","RICHARD SMALLWOOD","Bradford",2,953,0
"886","RODRIGO BENTANCUR",91,105849,"TOTTENHAM",2590,"M",2,44,"M","RODRIGO BENTANCUR","Tottenham",2,954,0
"887","ROMAINE SAWYERS",75,51498,"BRISTOL ROVERS",388,"M",2,18,"M","ROMAINE SAWYERS","Bristol Rovers",2,955,0
"888","RONAN DARCY",69,120093,"WIGAN",2783,"M",2,37,"M","RONAN DARCY","Wigan",2,956,0
"889","RONAN MAHER",69,164382,"WALSALL",2737,"M",1,6,"M","RONAN DARCY","Wigan",2,956,0.181818181818182
"890","RYAN BROOM",68,86939,"FLEETWOOD",990,"M",2,31,"M","RYAN BROOM","Fleetwood",2,957,0
"891","RYAN CHRISTIE",69,45774,"BOURNEMOUTH",359,"M",2,32,"M","RYAN CHRISTIE","Bournemouth",2,958,0
"892","RYAN DE HAVILLAND",71,125655,"PETERBOROUGH",1996,"M",2,30,"M","RYAN DE HAVILLAND","Peterborough",2,959,0
"893","RYAN FINNIGAN",73,136094,"BLACKPOOL",317,"M",2,13,"M","RYAN FINNIGAN","Blackpool",2,960,0
"894","RYAN LONGMAN",103,108275,"WREXHAM",2859,"F",2,28,"M","RYAN LONGMAN","Wrexham",2,961,0
"895","RYAN WOODS",77,65422,"OLDHAM",1924,"M",2,41,"M","RYAN WOODS","Exeter",2,962,0
"896","SAM FINLEY",65,81221,"TRANMERE",2598,"M",2,34,"M","SAM FINLEY","Tranmere",2,964,0
"897","SAVINHO",97,146518,"MANCHESTER CITY",1718,"M",2,45,"M","SAVINHO","Manchester City",2,965,0
"898","SHAQ FORDE",109,149123,"BRISTOL ROVERS",388,"F",2,33,"M","SHAQAI FORDE","Bristol Rovers",2,966,0.0555555555555556
"899","SIRIKI DEMBELE",79,103561,"OXFORD",1964,"M",2,27,"M","SIRIKI DEMBÉLÉ","Oxford",2,967,0.0952380952380952
"900","SONDRE TRONSTAD",77,69408,"BLACKBURN",308,"M",2,40,"M","SONDRE TRONSTAD","Blackburn",2,968,0
"901","STEPHEN QUINN",77,41911,"MANSFIELD",1723,"M",2,33,"M","STEPHEN QUINN","Mansfield",2,969,0
"902","TAHITH CHONG",73,113511,"LUTON",1628,"M",2,31,"M","TAHITH CHONG","Luton",2,971,0
"903","TOM CAIRNEY",61,52126,"FULHAM",1055,"M",2,29,"M","TOM CAIRNEY","Fulham",2,972,0
"904","TOMAS KALINAUSKAS",88,150027,"BURTON",427,"F",2,42,"M","TOMAS KALINAUSKAS","Burton",2,975,0
"905","TYRIQUE GEORGE",143,182725,"CHELSEA",536,"F",2,24,"M","TYRIQUE GEORGE","Chelsea",2,976,0
"906","VINCENT HARPER",49,123653,"WALSALL",2737,"D",2,26,"M","VINCENT HARPER","Exeter",2,978,0
"907","WILLIAM JARVIS",103,138870,"NOTTS COUNTY",1871,"F",3,34,"M","WILL JARVIS","Notts County",2,979,0.162337662337662
"908","XAVIER SIMONS",62,125464,"BOLTON",354,"M",2,38,"M","XAVIER SIMONS","Hull",2,980,0
"909","YASIN AYARI",97,130428,"BRIGHTON",381,"M",2,39,"M","YASIN AYARI","Brighton",2,981,0
"910","YU HIRAKAWA",91,160939,"BRISTOL CITY",376,"F",2,39,"M","YU HIRAKAWA","Bristol City",2,982,0
"911","YVES BISSOUMA",75,94329,"TOTTENHAM",2590,"M",2,44,"M","YVES BISSOUMA","Tottenham",2,983,0
"912","AARON ROWE",67,119176,"GILLINGHAM",1098,"M",1,17,"M","AARON ROWE","Gillingham",1,984,0
"913","ADAM RANDELL",63,117330,"BRISTOL CITY",376,"M",1,43,"M","ADAM RANDELL","Plymouth",1,986,0
"914","ADRIAN AKANDE",104,132434,"READING",2125,"F",1,18,"M","ADRIAN AKANDE","Reading",1,988,0
"915","ALAN BROWNE",71,69490,"SUNDERLAND",2493,"M",1,23,"M","ALAN BROWNE","Sunderland",1,989,0
"916","ALEX GILBERT",102,137168,"MIDDLESBROUGH",1697,"F",1,24,"M","ALEX GILBERT","Middlesbrough",1,990,0
"917","ALEX HENDERSON",67,183956,"ACCRINGTON",42,"M",1,31,"M","ALEX HENDERSON","Accrington",1,991,0
"918","ALEX MACDONALD",59,49022,"ROTHERHAM",2180,"M",1,18,"M","ALEX MACDONALD","Rotherham",1,992,0
"919","ALFIE CHANG",75,143942,"BIRMINGHAM",291,"M",1,9,"M","ALFIE CHANG","Walsall",1,993,0
"920","ALFIE DOUGHTY",87,114867,"LUTON",1628,"M",1,27,"M","ALFIE DOUGHTY","Luton",1,994,0
"921","ALI MCCANN",71,94082,"PRESTON",2054,"M",1,34,"M","ALI MCCANN","Preston",1,995,0
"922","AMARIO COZIER-DUBERRY",60,144839,"BOLTON",354,"M",1,23,"M","AMARIO COZIER-DUBERRY","Blackburn",1,997,0
"923","ANDREW OLUWABORI",89,145421,"EXETER",947,"F",1,6,"M","ANDREW OLUWABORI","Exeter",1,998,0
"924","ANTONY",133,130502,"MANCHESTER UNITED",1724,"F",5,23,"M","ANTONY","Manchester United",1,1000,0
"925","ARCHIE COLLINS",69,97831,"PETERBOROUGH",1996,"M",1,44,"M","ARCHIE COLLINS","Peterborough",1,1001,0
"926","ARNOR SIGURDSSON",81,102239,"BLACKBURN",308,"M",1,7,"M","ARNÓR SIGURDSSON","Blackburn",1,1002,0.0416666666666667
"927","ARTHUR READ",71,96044,"COLCHESTER",612,"M",1,42,"M","ARTHUR READ","Colchester",1,1003,0
"928","BABAJIDE ADEEKO",71,144512,"WIGAN",2783,"M",1,34,"M","BABA ADEEKO","Wigan",1,1005,0.149494949494949
"929","BEN FOX",77,94127,"HARROGATE",1222,"M",1,29,"M","BEN FOX","Harrogate",1,1006,0
"930","BEN QUINN",99,165869,"MANSFIELD",1723,"F",1,4,"M","BEN QUINN","Mansfield",1,1007,0
"931","BOUBACAR KAMARA",93,99992,"ASTON VILLA",154,"M",1,41,"M","BOUBACAR KAMARA","Aston Villa",1,1009,0
"932","BRADLEY DACK",73,66118,"GILLINGHAM",1098,"M",1,19,"M","BRADLEY DACK","Gillingham",1,1010,0
"933","BRAJAN GRUDA",85,173181,"BRIGHTON",381,"M",1,25,"M","BRAJAN GRUDA","Brighton",1,1011,0
"934","BRANDON KHELA",67,157666,"PETERBOROUGH",1996,"M",1,19,"M","BRANDON KHELA","Birmingham",1,1012,0
"935","CALLUM CAMPS",53,69851,"STOCKPORT",2473,"M",1,31,"M","CALLUM CAMPS","Stockport",1,1013,0
"936","CALLUM CONNOLLY",57,90311,"STOCKPORT",2473,"M",1,41,"M","CALLUM CONNOLLY","Stockport",1,1014,0
"937","CALLUM MCMANAMAN",75,51474,"WIGAN",2783,"M",1,28,"M","CALLUM MCMANAMAN","Wigan",1,1017,0
"938","CALLUM WRIGHT",59,110770,"WIGAN",2783,"M",1,40,"M","CALLUM WRIGHT","Plymouth",1,1018,0
"939","CALUM AGIUS",99,182804,"CREWE",652,"F",1,14,"M","CALUM AGIUS","Crewe",1,1019,0
"940","CAMERON ANTWI",71,132980,"NEWPORT COUNTY",1824,"M",1,41,"M","CAMERON ANTWI","Newport",1,1020,0
"941","CAMIEL NEGHLI",111,179252,"MILLWALL",1699,"F",1,6,"M","CAMIEL NEGHLI","Millwall",1,1021,0
"942","CHRIS CONN-CLARKE",73,135705,"PETERBOROUGH",1996,"M",1,26,"M","CHRIS CONN-CLARKE","Peterborough",1,1024,0
"943","CHRIS SZE",89,144514,"WIGAN",2783,"F",1,13,"M","CHRIS SZE","Wigan",1,1025,0
"944","CLARKE ODUOR",71,118113,"BRADFORD",234,"M",1,21,"M","CLARKE ODUOR","Bradford",1,1026,0
"945","CONOR COVENTRY",67,97115,"CHARLTON",527,"M",1,51,"M","CONOR COVENTRY","Charlton",1,1027,0
"946","CONOR MCGRANDLES",61,66004,"LINCOLN",1559,"M",1,44,"M","CONOR MCGRANDLES","Lincoln",1,1028,0
"947","COREY BLACKETT-TAYLOR",109,87739,"DERBY",747,"F",1,13,"M","COREY BLACKETT-TAYLOR","Derby",1,1029,0
"948","CRYSENCIO SUMMERVILLE",91,121670,"WEST HAM",2802,"F",1,22,"M","CRYSENCIO SUMMERVILLE","West Ham",1,1030,0
"949","DARKO GYABI",66,134275,"LEEDS",1524,"M",1,48,"M","DARKO GYABI","Plymouth",1,1032,0
"950","DAVID OZOH",89,163652,"CRYSTAL PALACE",646,"M",1,12,"M","DAVID OZOH","Derby",1,1033,0
"951","DAVID TURNBULL",69,86689,"CARDIFF",485,"M",1,19,"M","DAVID TURNBULL","Cardiff",1,1034,0
"952","DIEGO GOMEZ",95,156254,"BRIGHTON",381,"M",1,19,"M","DIEGO GOMEZ","Brighton",1,1036,0
"953","DION PEREIRA",55,102345,"CRAWLEY",649,"M",1,3,"M","DION RANKINE","Wigan",1,1037,0.222222222222222
"954","DION RANKINE",65,134274,"WIGAN",2783,"M",1,23,"M","DION RANKINE","Wigan",1,1037,0
"955","DONAY O'BRIEN-BRADY",75,182813,"PETERBOROUGH",1996,"M",1,23,"M","DONAY O'BRIEN-BRADY","Peterborough",1,1038,0
"956","ELI KING",75,145414,"CARDIFF",485,"M",1,31,"M","ELI KING","Stevenage",1,1040,0
"957","ELIOT MATAZO",63,132557,"HULL",1310,"M",1,8,"M","ELIOT MATAZO","Hull",1,1042,0
"958","EMIL HANSSON",91,93853,"BIRMINGHAM",291,"F",1,22,"M","EMIL HANSSON","Birmingham",1,1044,0
"959","EMILIANO BUENDIA",83,79355,"ASTON VILLA",154,"M",1,21,"M","EMILIANO BUENDÍA","Aston Villa",1,1045,0.0416666666666667
"960","ENZO LE FEE",85,122732,"SUNDERLAND",2493,"M",1,21,"M","ENZO LE FÉE","Sunderland",1,1046,0.0606060606060606
"961","FEDERICO CHIESA",109,90253,"LIVERPOOL",1563,"F",2,14,"M","FEDERICO CHIESA","Liverpool",1,1047,0
"962","FLYNN DOWNES",81,102691,"SOUTHAMPTON",2471,"M",1,29,"M","FLYNN DOWNES","Southampton",1,1048,0
"963","FREDDIE ISSAKA",75,144498,"PLYMOUTH",2036,"F",1,20,"M","FREDDIE ISSAKA","Plymouth",1,1049,0
"964","GAVAN HOLOHAN",59,58163,"CRAWLEY",649,"M",1,23,"M","GAVAN HOLOHAN","Crawley",1,1051,0
"965","GAVIN KILKENNY",85,123980,"SWINDON",2519,"M",1,44,"M","GAVIN KILKENNY","Swindon",1,1052,0
"966","GEORGE BROADBENT",71,129178,"DONCASTER",800,"M",1,44,"M","GEORGE BROADBENT","Doncaster",1,1053,0
"967","GEORGE DOBSON",69,90300,"WREXHAM",2859,"M",1,44,"M","GEORGE DOBSON","Wrexham",1,1054,0
"968","GEORGE SAVILLE",69,68046,"LUTON",1628,"M",1,49,"M","GEORGE SAVILLE","Millwall",1,1055,0
"969","GUSTAVO PUERTA",71,174106,"HULL",1310,"M",2,31,"M","GUSTAVO PUERTA","Hull",1,1056,0
"970","HANNIBAL MEJBRI",81,127038,"BURNLEY",435,"M",1,39,"M","HANNIBAL","Burnley",1,1057,0.155555555555556
"971","HARRISON ARMSTRONG",69,187206,"EVERTON",942,"M",1,21,"M","HARRISON ARMSTRONG","Derby",1,1058,0
"972","ARISTOTE NSIALA",53,53085,"SHREWSBURY",2325,"D",1,22,"M","HARRISON NEAL","Carlisle",1,1059,0.221367521367521
"973","HARRISON NEAL",76,144194,"FLEETWOOD",990,"M",1,44,"M","HARRISON NEAL","Carlisle",1,1059,0
"974","HARRY WINKS",75,75114,"LEICESTER",1527,"M",1,25,"M","HARRY WINKS","Leicester",1,1060,0
"975","HARVEY BLAIR",85,145702,"PORTSMOUTH",2049,"F",1,12,"M","HARVEY BLAIR","Portsmouth",1,1061,0
"976","IDRIS EL MIZOUNI",61,119216,"LEYTON ORIENT",1537,"M",1,31,"M","IDRIS EL MIZOUNI","Oxford",1,1063,0
"977","IDRIS ODUTAYO",56,133543,"BROMLEY",335,"D",1,38,"M","IDRIS ODUTAYO","Bromley",1,1064,0
"978","ISAAC FLETCHER",67,137285,"BARROW",392,"M",1,11,"M","ISAAC FLETCHER","Barrow",1,1065,0
"979","ISAAC PRICE",67,138973,"WEST BROMWICH ALBION",2744,"M",1,15,"M","ISAAC PRICE","West Bromwich",1,1066,0
"980","JACK COLBACK",69,50624,"QPR",2093,"M",1,26,"M","JACK COLBACK","QPR",1,1067,0
"981","JACK HARRISON",60,91593,"LEEDS",1524,"M",1,38,"M","JACK HARRISON","Everton",1,1068,0
"982","JACK HINCHY",71,137304,"NOTTS COUNTY",1871,"M",1,28,"M","JACK HINCHY","Notts County",1,1069,0
"983","JACK NOLAN",61,107773,"GILLINGHAM",1098,"M",1,33,"M","JACK NOLAN","Gillingham",1,1070,0
"984","JAKE GARRETT",93,143856,"BLACKBURN",308,"M",1,19,"M","JAKE GARRETT","Tranmere",1,1071,0
"985","JAKE RICHARDS",65,181985,"LUTON",1628,"M",1,16,"M","JAKE RICHARDS","Exeter",1,1072,0
"986","JAMES BALL",77,94572,"SWINDON",2519,"M",1,19,"M","JAMES BALL","Wimbledon",1,1073,0
"987","JAMES WARD-PROWSE",69,60449,"WEST HAM",2802,"M",1,26,"M","JAMES WARD-PROWSE","West Ham",1,1074,0
"988","JAMIE PATERSON",71,55481,"PLYMOUTH",2036,"F",1,8,"M","JAMIE PATERSON","Coventry",1,1076,0
"989","JAMIE WALKER",79,63586,"GRIMSBY",1148,"F",1,38,"M","JAMIE WALKER","Bradford",1,1077,0
"990","JAY FULTON",69,59278,"SWANSEA",2513,"M",1,34,"M","JAY FULTON","Swansea",1,1078,0
"991","JED WALLACE",61,64940,"WEST BROMWICH ALBION",2744,"M",1,30,"M","JED WALLACE","West Bromwich",1,1079,0
"992","JENSON METCALFE",57,162884,"EVERTON",942,"M",1,31,"M","JENSON METCALFE","Chesterfield",1,1081,0
"993","JJ MCKIERNAN",72,156496,"BURTON",427,"M",1,34,"M","JJ MCKIERNAN","Burton",1,1082,0
"994","JOE HODGE",69,137996,"WOLVES",2848,"M",1,27,"M","JOE HODGE","Huddersfield",1,1084,0
"995","JOE POWELL",57,96149,"ROTHERHAM",2180,"M",1,49,"M","JOE POWELL","Rotherham",1,1085,0
"996","JOE SBARRA",73,96815,"DONCASTER",800,"M",1,31,"M","JOE SBARRA","Doncaster",1,1086,0
"997","JONATHAN HOGG",78,52899,"HUDDERSFIELD",1309,"M",1,36,"M","JONATHAN HOGG","Huddersfield",1,1089,0
"998","JONNY HOWSON",77,44474,"MIDDLESBROUGH",1697,"M",1,22,"M","JONATHAN HOWSON","Middlesbrough",1,1090,0.162121212121212
"999","JONATHAN LEWIS",109,100766,"BARNSLEY",208,"F",1,5,"M","JONATHAN LEWIS","Barnsley",1,1091,0
"1000","JONATHAN VARANE",87,139099,"QPR",2093,"M",1,43,"M","JONATHAN VARANE","QPR",1,1092,0
"1001","JONNY WILLIAMS",65,60563,"GILLINGHAM",1098,"M",1,27,"M","JONNY WILLIAMS","Gillingham",1,1093,0
"1002","JOSH BENSON",75,118449,"BARNSLEY",208,"M",1,14,"M","JOSH BENSON","Barnsley",1,1096,0
"1003","JOSH MARTIN",93,125078,"NEWPORT COUNTY",1824,"F",1,24,"M","JOSH MARTIN","Notts County",1,1098,0
"1004","JOSH ONOMAH",69,74789,"BLACKPOOL",317,"M",1,17,"M","JOSH ONOMAH","Blackpool",1,1099,0
"1005","JOSH WILLIAMS",67,144159,"TRANMERE",2598,"M",1,4,"M","JOSH WILLIAMS","Tranmere",1,1100,0
"1006","KAIDE GORDON",101,137160,"LIVERPOOL",1563,"F",1,15,"M","KAIDE GORDON","Norwich",1,1102,0
"1007","KALVIN PHILLIPS",75,80307,"MANCHESTER CITY",1718,"M",1,22,"M","KALVIN PHILLIPS","Ipswich",1,1103,0
"1008","KASEY MCATEER",89,133544,"LEICESTER",1527,"M",1,23,"M","KASEY MCATEER","Leicester",1,1104,0
"1009","KELECHI NWAKALI",97,107584,"BARNSLEY",208,"M",1,24,"M","KELECHI NWAKALI","Barnsley",1,1105,0
"1010","KGAOGELO CHAUKE",76,125087,"BURTON",427,"M",1,40,"M","KGAOGELO CHAUKE","Burton",1,1106,0
"1011","KIERAN MORGAN",57,197560,"QPR",2093,"D",1,31,"M","KIERAN MORGAN","QPR",1,1107,0
"1012","KIERAN SADLIER",96,81252,"WYCOMBE",2898,"F",1,13,"M","KIERAN SADLIER","Wycombe",1,1108,0
"1013","KIERON MORRIS",69,68138,"OLDHAM",1924,"M",1,29,"M","KIERON MORRIS","Tranmere",1,1109,0
"1014","KOREY SMITH",71,50857,"CAMBRIDGE",483,"M",1,26,"M","KOREY SMITH","Cambridge",1,1110,0
"1015","LESLEY UGOCHUKWU",91,135257,"CHELSEA",536,"M",1,31,"M","LESLEY UGOCHUKWU","Southampton",1,1111,0
"1016","LEWIS COOK",63,76969,"BOURNEMOUTH",359,"M",1,40,"M","LEWIS COOK","Bournemouth",1,1112,0
"1017","LEWIS LEIGH",72,138067,"BROMLEY",335,"M",1,20,"M","LEWIS LEIGH","Bromley",1,1113,0
"1018","LEWIS O'BRIEN",75,110101,"NOTTINGHAM FOREST",1845,"M",1,16,"M","LEWIS O'BRIEN","Swansea",1,1114,0
"1019","LEWIS WARRINGTON",71,144980,"LEYTON ORIENT",1537,"M",1,27,"M","LEWIS WARRINGTON","Salford",1,1115,0
"1020","LIAM KELLY",55,51384,"ROTHERHAM",2180,"M",1,21,"M","LIAM KELLY","Rotherham",1,1116,0
"1021","LIAM KELLY",73,76365,"MILTON KEYNES DONS",2812,"M",1,37,"M","LIAM KELLY","Rotherham",1,1116,0
"1022","LIAM KELLY",55,51384,"ROTHERHAM",2180,"M",1,21,"M","LIAM KELLY","Milton Keynes",1,1117,0
"1023","LIAM KELLY",73,76365,"MILTON KEYNES DONS",2812,"M",1,37,"M","LIAM KELLY","Milton Keynes",1,1117,0
"1024","LIAM MILLAR",83,111277,"HULL",1310,"F",1,12,"M","LIAM MILLAR","Hull",1,1118,0
"1025","LIAM THOMPSON",69,137261,"DERBY",747,"M",1,31,"M","LIAM THOMPSON","Derby",1,1119,0
"1026","LUCAS BERGVALL",81,171000,"TOTTENHAM",2590,"M",1,45,"M","LUCAS BERGVALL","Tottenham",1,1120,0
"1027","LUIS SINISTERRA",85,113283,"BOURNEMOUTH",359,"F",1,14,"M","LUIS SINISTERRA","Bournemouth",1,1121,0
"1028","LUKE CUNDLE",75,116525,"MILLWALL",1699,"M",1,18,"M","LUKE CUNDLE","Millwall",1,1122,0
"1029","MAHAMADOU SUSOHO",107,180688,"MANCHESTER CITY",1718,"M",1,15,"M","MAHAMADOU SUSOHO","Peterborough",1,1123,0
"1030","MALEACE ASAMOAH",91,180764,"WIGAN",2783,"F",1,18,"M","MALEACE ASAMOAH","Wigan",1,1124,0
"1031","MATHEUS FRANCA",101,146620,"CRYSTAL PALACE",646,"F",1,7,"M","MATHEUS FRANÇA","Crystal Palace",1,1126,0.0476190476190477
"1032","MATS WIEFFER",99,120933,"BRIGHTON",381,"M",1,28,"M","MATS WIEFFER","Brighton",1,1127,0
"1033","MATT SMITH",67,116945,"WIGAN",2783,"M",1,22,"M","MATT SMITH","Wigan",1,1128,0
"1034","MATTHEW CRAIG",71,144255,"TOTTENHAM",2590,"M",1,22,"M","MATTHEW CRAIG","Mansfield",1,1129,0
"1035","MAX BIRD",65,106666,"BRISTOL CITY",376,"M",1,49,"M","MAX BIRD","Bristol City",1,1130,0
"1036","MICHAEL JACOBS",77,51897,"NORTHAMPTON",1867,"M",1,22,"M","MICHAEL JACOBS","Chesterfield",1,1131,0
"1037","MILAN ALEKSIC",111,181021,"SUNDERLAND",2493,"F",3,11,"M","MILAN ALEKSIC","Sunderland",1,1132,0
"1038","MJ WILLIAMS",63,78123,"BARROW",392,"M",1,32,"M","MJ WILLIAMS","Milton Keynes",1,1133,0
"1039","NELSON KHUMBENI",69,125098,"GILLINGHAM",1098,"M",1,31,"M","NELSON KHUMBENI","Accrington",1,1134,0
"1040","OLLIE COOPER",73,115462,"SWANSEA",2513,"M",1,29,"M","OLIVER COOPER","Swansea",1,1135,0.0790598290598291
"1041","OLUFELA OLOMOLA",100,90347,"BROMLEY",335,"F",1,19,"M","OLUFELA OLOMOLA","Bromley",1,1136,0
"1042","OSSAMA ASHLEY",68,109594,"SALFORD",4880,"M",1,36,"M","OSAMA ASHLEY","Salford",1,1138,0.108974358974359
"1043","OSCAR SCHWARTAU",99,163867,"NORWICH CITY",1855,"F",2,46,"M","OSCAR SCHWARTAU","Norwich",1,1139,0
"1044","OWEN DALE",89,97027,"OXFORD",1964,"F",1,30,"M","OWEN DALE","Wigan",1,1142,0
"1045","OWEN DEVONPORT",78,185696,"FLEETWOOD",990,"M",1,24,"M","OWEN DEVONPORT","Fleetwood",1,1143,0
"1046","PADDY LANE",87,136391,"PORTSMOUTH",2049,"F",1,24,"M","PADDY LANE","Portsmouth",1,1144,0
"1047","RAEES BANGURA-WILLIAMS",103,201068,"MILLWALL",1699,"F",1,13,"M","RA'EES BANGURA-WILLIAMS","Millwall",1,1146,0.0144927536231885
"1048","RAHEEM STERLING",131,58401,"CHELSEA",536,"F",1,28,"M","RAHEEM STERLING","Arsenal",1,1148,0
"1049","REGAN SLATER",75,99457,"HULL",1310,"M",1,46,"M","REGAN SLATER","Hull",1,1149,0
"1050","REKEEM HARPER",57,96090,"BARROW",392,"M",1,18,"M","REKEEM HARPER","Port Vale",1,1150,0
"1051","RILEY MCGREE",75,90584,"MIDDLESBROUGH",1697,"M",1,18,"M","RILEY MCGREE","Middlesbrough",1,1151,0
"1052","ROBERT BRADY",75,57514,"PRESTON",2054,"M",1,32,"M","ROBBIE BRADY","Preston",1,1152,0.161111111111111
"1053","RYAN HEDGES",87,80677,"BLACKBURN",308,"M",1,44,"M","RYAN HEDGES","Blackburn",1,1153,0
"1054","RYAN STIRK",60,123395,"CHESTERFIELD",656,"M",1,52,"M","RYAN STIRK","Walsall",1,1154,0
"1055","RYAN TREVITT",97,166407,"BRENTFORD",378,"M",1,15,"M","RYAN TREVITT","Exeter",1,1155,0
"1056","RYAN WINTLE",63,86841,"CARDIFF",485,"M",1,23,"M","RYAN WINTLE","Millwall",1,1156,0
"1057","SAM CLUCAS",61,51917,"SHREWSBURY",2325,"M",1,9,"M","SAM CLUCAS","Lincoln",1,1157,0
"1058","SHAWN MCCOULSKY",93,94319,"HARROGATE",1222,"F",1,1,"M","SAM CLUCAS","Lincoln",1,1157,0.240740740740741
"1059","SAM HUTCHINSON",83,46516,"WIMBLEDON",4194,"M",1,18,"M","SAM HUTCHINSON","Wimbledon",1,1158,0
"1060","SAM MORSY",69,51953,"IPSWICH",1372,"M",1,34,"M","SAM MORSY","Ipswich",1,1159,0
"1061","SAM SILVERA",95,123836,"MIDDLESBROUGH",1697,"F",1,27,"M","SAM SILVERA","Blackpool",1,1160,0
"1062","SAMUEL ILING-JUNIOR",107,161113,"ASTON VILLA",154,"F",2,24,"M","SAMUEL ILING-JUNIOR","Middlesbrough",1,1161,0
"1063","SCOTT ROBERTSON",77,114860,"NOTTS COUNTY",1871,"M",1,8,"M","SCOTT ROBERTSON","Notts County",1,1162,0
"1064","SCOTT SMITH",59,133374,"BARROW",392,"M",1,43,"M","SCOTT SMITH","Wigan",1,1163,0
"1065","SCOTT WRIGHT",99,76316,"BIRMINGHAM",291,"F",1,16,"M","SCOTT WRIGHT","Birmingham",1,1164,0
"1066","SEAMUS CONNEELY",77,55200,"ACCRINGTON",42,"M",1,29,"M","SEAMUS CONNEELY","Accrington",1,1165,0
"1067","SHANDON BAPTISTE",81,106443,"LUTON",1628,"M",1,17,"M","SHANDON BAPTISTE","Luton",1,1167,0
"1068","SHEA CHARLES",79,143007,"SOUTHAMPTON",2471,"M",1,44,"M","SHEA CHARLES","Sheffield Wednesday",1,1168,0
"1069","SOLLY MARCH",83,68622,"BRIGHTON",381,"M",1,10,"M","SOLLY MARCH","Brighton",1,1169,0
"1070","STANLEY MILLS",83,144985,"OXFORD",1964,"M",1,11,"M","STANLEY MILLS","Oxford",1,1170,0
"1071","STEPHEN DOOLEY",75,76349,"HARROGATE",1222,"M",1,27,"M","STEPHEN DOOLEY","Harrogate",1,1171,0
