"num","pos","player.x","player.y","club","team","league","total","player_id","dist","check_needed"
1071,"M","CRAIG HEWITT","CRAIG HEWITT","York","York","L2",1,167156,0,FALSE
1072,"M","DAICHI KAMADA","DAICHI KAMADA","Crystal Palace","Crystal Palace","PL",1,103730,0,FALSE
1073,"M","DAMOLA AJAYI","DAMOLA AJAYI","Doncaster","Tottenham","PL",1,166970,0,FALSE
1075,"M","DANIEL BATTY","DANIEL BATTY","York","York","L2",1,102837,0,FALSE
1076,"M","DANIEL PHILLIPS","DANIEL PHILLIPS","Stevenage","Stevenage","L1",1,124778,0,FALSE
1077,"M","DANIEL VOST","DANIEL VOST","Huddersfield","Huddersfield","L1",1,197130,0,FALSE
1078,"M","DARRAGH BURNS","DARRAGH LENIHAN","Grimsby","Middlesbrough","CH",1,74352,0.235897435897436,TRUE
1079,"M","DAVID AKINTOLA","DAVID AKINTOLA","Hull","Hull","CH",1,85625,0,FALSE
1080,"M","DECLAN FRITH","DECLAN FRITH","Peterborough","Peterborough","L1",1,144375,0,FALSE
1081,"M","DENNIS ADENIRAN","DENNIS ADENIRAN","Barnet","Barnet","L2",1,94678,0,FALSE
1082,"M","DIALLANG JAIYESIMI","DIALLANG JAIYESIMI","Barnet","Leyton Orient","L1",1,96030,0,FALSE
1083,"M","DION DE NEVE","DION DE NEVE","Blackburn","Blackburn","CH",1,142762,0,FALSE
1084,"M","DOUGLAS LUIZ","JOSHUA MULLINS","Aston Villa","Watford","CH",1,209753,0.294973544973545,TRUE
1085,"M","DYLAN LEVITT","DYLAN LEVITT","Leyton Orient","Leyton Orient","L1",1,120329,0,FALSE
1087,"M","EMILIO LAWRENCE","OLLIE PEARCE","Luton","York","L2",1,106633,0.237878787878788,TRUE
1088,"M","EMMANUEL OSADEBE","EMMANUEL ADEGBOYEGA","Barnet","Rotherham","L2",1,167565,0.14656432748538,TRUE
1089,"M","EMMERSON SUTTON","EMMERSON SUTTON","Harrogate","QPR","CH",1,205002,0,FALSE
1090,"M","ERIK RING","ELI KING","Lincoln","Cardiff","CH",1,145414,0.163359788359788,TRUE
1092,"M","ETHAN BRIERLEY","ETHAN BRIERLEY","Exeter","Huddersfield","L1",1,125641,0,FALSE
1093,"M","ETHAN COLEMAN","ETHAN COLEMAN","Gillingham","Gillingham","L2",1,124904,0,FALSE
1094,"M","ETHAN GALBRAITH","ETHAN GALBRAITH","Swansea","Stoke","CH",1,123381,0,FALSE
1095,"M","ETHAN NWANERI","ETHAN NWANERI","Arsenal","Arsenal","PL",1,166661,0,FALSE
1096,"M","EWAN HENDERSON","EWAN HENDERSON","Wycombe","Wycombe","L1",1,107051,0,FALSE
1097,"M","FACUNDO BUONANOTTE","FACUNDO BUONANOTTE","Chelsea","Brighton","PL",1,156320,0,FALSE
1099,"M","FINLEY BARBROOK","FINLEY BARBROOK","Colchester","Ipswich","PL",1,184956,0,FALSE
1100,"M","GAVIN KILKENNY","GAVIN KILKENNY","Swindon","Swindon","L2",1,123980,0,FALSE
1101,"M","GEORGE BIRCH","GEORGE BIRCH","Exeter","Exeter","L2",1,197746,0,FALSE
1102,"M","GEORGE BROADBENT","GEORGE BROADBENT","Doncaster","Doncaster","L1",1,129178,0,FALSE
1103,"M","GEORGE BYERS","GEORGE BYERS","Port Vale","Port Vale","L2",1,76796,0,FALSE
1104,"M","GEORGE LAPSLIE","GEORGE LAPSLIE","Bradford","Bradford","L1",1,99409,0,FALSE
1105,"M","GLENN MIDDLETON","GLENN MIDDLETON","Doncaster","Doncaster","L1",1,96029,0,FALSE
1106,"M","GRANIT XHAKA","GRANIT XHAKA","Sunderland","Sunderland","PL",1,57939,0,FALSE
1107,"M","GUSTAVO CABALLERO","GUSTAVO HAMER","Portsmouth","Sheffield United","CH",1,90804,0.168929110105581,TRUE
1108,"M","HAMZA CHOUDHURY","HAMZA CHOUDHURY","Leicester","Leicester","L1",1,90260,0,FALSE
1109,"M","HANNIBAL","HANNIBAL MEJBRI","Burnley","Burnley","CH",1,127038,0.155555555555556,FALSE
1110,"M","HARRISON NEAL","HARRISON NEAL","Fleetwood","Fleetwood","L2",1,144194,0,FALSE
1111,"M","HARRY HOWELL","HARRY HOWELL","Brighton","Brighton","PL",1,187243,0,FALSE
1112,"M","HARVEY ELLIOTT","HARVEY ELLIOTT","Aston Villa","Liverpool","PL",1,116281,0,FALSE
1113,"M","ILIAS CHAIR","ILIAS CHAIR","QPR","QPR","CH",1,106669,0,FALSE
1114,"M","ISAIAH JONES","ISAIAH JONES","Luton","Luton","L1",1,129155,0,FALSE
1115,"M","IVAN VARFOLOMEEV","IVAN VARFOLOMEEV","Lincoln","Lincoln","CH",1,137984,0,FALSE
1116,"M","JACK PERKINS","JACK PERKINS","Northampton","Northampton","L2",1,181224,0,FALSE
1117,"M","JADON SANCHO","JAIDON ANTHONY","Aston Villa","Brentford","PL",1,133914,0.150793650793651,TRUE
1118,"M","JAKE REEVES","JAKE REEVES","Wimbledon","Wimbledon","L1",1,60997,0,FALSE
1119,"M","JAMALDEEN JIMOH-ALOBA","JAMALDEEN JIMOH-ALOBA","Aston Villa","Aston Villa","PL",1,186269,0,FALSE
1120,"M","JAMES BALL","JAMES BALL","Swindon","Swindon","L2",1,94572,0,FALSE
1121,"M","JAMES MILNER","JAMES WILSON","Brighton","Cheltenham","L2",1,41453,0.166666666666667,TRUE
1122,"M","JAMES MILNER","JAMES TILLEY","Brighton","Wimbledon","L1",1,82566,0.166666666666667,TRUE
1123,"M","JAMES MILNER","JAMES WILSON","Brighton","Tottenham","PL",1,177381,0.166666666666667,TRUE
1124,"M","JAMES MILNER","JAMES BAILEY","Brighton","Stockport","L1",1,203287,0.166666666666667,TRUE
1125,"M","JAMES PLANT","JAMES PLANT","Tranmere","Tranmere","L2",1,164631,0,FALSE
1126,"M","JAMES SCANLON","JAMES SCANLON","Swindon","Manchester United","PL",1,174458,0,FALSE
1127,"M","JAMIE DONLEY","JAMIE DONLEY","Oxford","Tottenham","PL",1,165942,0,FALSE
1128,"M","JAMIE GITTENS","JAMIE GITTENS","Chelsea","Chelsea","PL",1,159590,0,FALSE
1129,"M","JAMIE JELLIS","JAMIE JELLIS","Walsall","Rotherham","L2",1,158263,0,FALSE
1130,"M","JASON KNIGHT","JASON KNIGHT","Bristol City","Bristol City","CH",1,120175,0,FALSE
1131,"M","JEAN-RICNER BELLEGARDE","JEAN-RICNER BELLEGARDE","Wolves","Wolves","CH",1,94371,0,FALSE
1132,"M","JENS CAJUSTE","JANNIK SCHUSTER","Ipswich","Brentford","PL",1,194039,0.233333333333333,TRUE
1133,"M","JEREMY MONGA","JEREMY MONGA","Leicester","Manchester City","PL",1,196702,0,FALSE
1134,"M","JOAO GOMES","JOAO GOMES","Wolves","Aston Villa","PL",1,146360,0,FALSE
1135,"M","JOE RALLS","JOE RALLS","Plymouth","Plymouth","CH",1,61254,0,FALSE
1136,"M","JOE WILLOCK","JOE WILLOCK","Newcastle","Newcastle","PL",1,104450,0,FALSE
1137,"M","JOEL COTTERILL","JOEL COTTERILL","Bristol Rovers","Swansea","CH",1,160347,0,FALSE
1138,"M","JOEL RANDALL","JOEL RANDALL","Bolton","Bolton","CH",1,109254,0,FALSE
1139,"M","JOHN FLECK","JOHN FLECK","Chesterfield","Chesterfield","L2",1,47136,0,FALSE
1140,"M","JOHN LUNDSTRAM","JOSH LAURENT","Hull","Burnley","CH",1,74251,0.234126984126984,TRUE
1141,"M","JONATHAN VARANE","JONATHAN VARANE","QPR","QPR","CH",1,139099,0,FALSE
1142,"M","JONNY SMITH","JONNY SMITH","Gillingham","Wigan","L1",1,90268,0,FALSE
1143,"M","JONNY WILLIAMS","JONNY WILLIAMS","Gillingham","Gillingham","L2",1,60563,0,FALSE
1144,"M","JORDAN BROWN","JORDAN BROWN","Blackpool","Blackpool","L1",1,130261,0,FALSE
1145,"M","JORDAN HENDERSON","JORDAN HENDERSON","Brentford","Chelsea","PL",1,49999,0,FALSE
1146,"M","JORDAN SHIPLEY","JORDAN SHIPLEY","Port Vale","Cheltenham","L2",1,94503,0,FALSE
1147,"M","JOSH MCEACHRAN","JOSH MCEACHRAN","Bristol Rovers","Bristol Rovers","L2",1,56764,0,FALSE
1148,"M","JOSH SCOWEN","JOSH SCOWEN","Wycombe","Wycombe","L1",1,58778,0,FALSE
1149,"M","JUNIOR HOILETT","JUNIOR HOILETT","Swindon","Swindon","L2",1,52010,0,FALSE
1150,"M","KAMIL CONTEH","KAMIL CONTEH","Bristol Rovers","Bromley","L1",1,148917,0,FALSE
1151,"M","KARAMOKO DEMBELE","KARAMOKO DEMBELE","QPR","QPR","CH",1,120231,0,FALSE
1152,"M","KAROY ANDERSON","KAROY ANDERSON","Blackpool","Blackpool","L1",1,166565,0,FALSE
1153,"M","KEANAN BENNETTS","KEENAN PATTEN","Notts County","Newport","L2",1,124416,0.175641025641026,TRUE
1154,"M","KEVIN MCDONALD","KEVIN MCDONALD","Exeter","Exeter","L2",1,42103,0,FALSE
1155,"M","KIERAN DOWELL","KIERAN DOWELL","Hull","Hull","CH",1,79781,0,FALSE
1156,"M","KOBBIE MAINOO","KOBBIE MAINOO","Manchester United","Manchester United","PL",1,145084,0,FALSE
1157,"M","KYLE MCADAM","KYLE MCFADZEAN","Mansfield","Chesterfield","L2",1,42176,0.125541125541126,TRUE
1158,"M","LEO WALTA","LEO WALTA","Swansea","Swansea","CH",1,141376,0,FALSE
1159,"M","LEON BAILEY","LEON BAILEY","Aston Villa","Aston Villa","PL",1,87296,0,FALSE
1160,"M","LEWIS FIORINI","LEWIS FIORINI","Stockport","Stockport","L1",1,116338,0,FALSE
1161,"M","LIAM WALSH","LIAM WALSH","Luton","Luton","L1",1,89679,0,FALSE
1162,"M","LOUIE WATSON","LOUIE WATSON","Crawley","Crawley","L2",1,125729,0,FALSE
1163,"M","LUCAS BERGVALL","LUCAS BERGVALL","Tottenham","Tottenham","PL",1,171000,0,FALSE
1164,"M","LUKE BERRY","LUKE BERRY","Charlton","Charlton","CH",1,53906,0,FALSE
1165,"M","LUKE BUTTERFIELD","LUKE BUTTERFIELD","Accrington","Chesterfield","L2",1,144983,0,FALSE
1166,"M","MAGNUS WESTERGAARD","JANNIK VESTERGAARD","Wycombe","Leicester","L1",1,58181,0.223646723646724,TRUE
1167,"M","MARTIN ODEGAARD","MARTIN ODEGAARD","Arsenal","Arsenal","PL",1,75804,0,FALSE
1168,"M","MASSIMO LUONGO","MASSIMO LUONGO","Millwall","Millwall","CH",1,62453,0,FALSE
1170,"M","MATT O'RILEY","MATT O'RILEY","Brighton","Brighton","PL",1,106668,0,FALSE
1171,"M","MATT PALMER","MATT PALMER","Notts County","Notts County","L1",1,66698,0,FALSE
1172,"M","MATT RITCHIE","MATT RITCHIE","Reading","Reading","L1",1,50014,0,FALSE
1173,"M","MATT SMITH","MATT SMITH","Wigan","Wigan","L1",1,116945,0,FALSE
1174,"M","MAX DOWMAN","MAX DOWMAN","Arsenal","Arsenal","PL",1,199967,0,FALSE
1175,"M","MERLIN ROHL","MERLIN ROHL","Everton","Everton","PL",1,136879,0,FALSE
1176,"M","MICHAEL JACOBS","MICHAEL JACOBS","Northampton","Northampton","L2",1,51897,0,FALSE
1177,"M","MICHAEL OLAKIGBE","MICHAEL ANI","Swindon","Portsmouth","CH",1,200868,0.15530303030303,TRUE
1178,"M","NATHAN MORIAH-WELSH","NATHAN MORIAH-WELSH","Mansfield","Mansfield","L1",1,138581,0,FALSE
1179,"M","NICK FREEMAN","NICK FREEMAN","Shrewsbury","Gillingham","L2",1,92754,0,FALSE
1180,"M","NICK POWELL","NICK POWELL","Bradford","Bradford","L1",1,55513,0,FALSE
1181,"M","OLIVER COOPER","OLLIE COOPER","Wigan","Notts County","L1",1,115462,0.0790598290598291,TRUE
1182,"M","OLIVER NORBURN","OLIVER NORBURN","Notts County","Oldham","L2",1,62490,0,FALSE
1184,"M","OMARI HUTCHINSON","OMARI HUTCHINSON","Nottingham Forest","Nottingham Forest","PL",1,140950,0,FALSE
1185,"M","OSSAMA ASHLEY","OSSAMA ASHLEY","Salford","Rotherham","L2",1,109594,0,FALSE
1187,"M","OWEN DALE","OWEN DALE","Plymouth","Oxford","L1",1,97027,0,FALSE
1188,"M","OWURA EDWARDS","OWURA EDWARDS","Colchester","Peterborough","L1",1,125178,0,FALSE
1190,"M","PASCAL GROSS","PASCAL GROSS","Brighton","Brighton","PL",1,54527,0,FALSE
1191,"M","PATRYK SYKUT","PATRYK SYKUT","Peterborough","Peterborough","L1",1,215687,0,FALSE
1192,"M","PHOENIX PATTERSON","PHOENIX PATTERSON","Stevenage","Stevenage","L1",1,117318,0,FALSE
1193,"M","RA'EES BANGURA-WILLIAMS","RAEES BANGURA-WILLIAMS","Millwall","Millwall","CH",1,201068,0.0144927536231885,FALSE
1194,"M","RAPHAEL BORGES RODRIGUES","RAPHAEL BORGES RODRIGUES","Wigan","Coventry","PL",1,125323,0,FALSE
1195,"M","REISS NELSON","REISS NELSON","Brentford","Arsenal","PL",1,104451,0,FALSE
1196,"M","RHYS BROWNE","RHYS BROWNE","Barnet","Barnet","L2",1,86850,0,FALSE
1197,"M","RHYS WALTERS","RHYS WALTERS","Port Vale","Port Vale","L2",1,167895,0,FALSE
1198,"M","ROB APTER","ROB APTER","Charlton","Charlton","CH",1,136092,0,FALSE
1199,"M","ROBBIE GOTTS","ROBBIE GOTTS","Doncaster","Doncaster","L1",1,117906,0,FALSE
1200,"M","RODRIGO BENTANCUR","RODRIGO BENTANCUR","Tottenham","Tottenham","PL",1,105849,0,FALSE
1201,"M","RYAN BROOM","RYAN BROOM","Cheltenham","Cheltenham","L2",1,86939,0,FALSE
1202,"M","RYAN FRASER","RYAN CROASDALE","Southampton","Port Vale","L2",1,73080,0.17965367965368,TRUE
1203,"M","RYAN HEDGES","RYAN HEDGES","Blackburn","Blackburn","CH",1,80677,0,FALSE
1204,"M","RYAN MCAIDOO","RYAN MCAIDOO","Manchester City","Manchester City","PL",1,199191,0,FALSE
1205,"M","RYAN STIRK","RYAN STIRK","Chesterfield","Chesterfield","L2",1,123395,0,FALSE
1207,"M","SAMUEL ILING-JUNIOR","SAMUEL ILING-JUNIOR","West Bromwich","Aston Villa","PL",1,161113,0,FALSE
1208,"M","SCOTT SMITH","MATT SMITH","Barrow","Wigan","L1",1,116945,0.157575757575758,TRUE
1209,"M","SEAMUS CONNEELY","SEAMUS CONNEELY","Accrington","Accrington","L2",1,55200,0,FALSE
1210,"M","SILKO THOMAS","SORBA THOMAS","Leicester","Stoke","CH",1,99660,0.166666666666667,TRUE
1211,"M","SIMON ADINGRA","SIMON ADINGRA","Sunderland","Sunderland","PL",1,138900,0,FALSE
1212,"M","SONTJE HANSEN","SONTJE HANSEN","Middlesbrough","Middlesbrough","CH",1,128354,0,FALSE
1213,"M","SOUNGOUTOU MAGASSA","SOUNGOUTOU MAGASSA","West Ham","West Ham","CH",1,149002,0,FALSE
1214,"M","STEVEN NZONZI","STEVEN NZONZI","Stoke","Stoke","CH",1,51626,0,FALSE
1215,"M","SULLIVAN BOOTH","SULLIVAN BOOTH","Gillingham","Gillingham","L2",1,218692,0,FALSE
1216,"M","THIERNO BALLO","THIERNO BARRY","Millwall","Everton","PL",1,179578,0.153846153846154,TRUE
1217,"M","TOM EDOZIE","TOM EDOZIE","Wolves","Wolves","CH",1,171160,0,FALSE
1218,"M","TOM NICHOLS","TOM NICHOLS","Swindon","Swindon","L2",1,59408,0,FALSE
1219,"M","TOM WATSON","TOM WATSON","Brighton","Leicester","L1",1,172185,0,FALSE
1220,"M","TOM WATSON","TOM WATSON","Brighton","Wigan","L1",1,177313,0,FALSE
1221,"M","TOMI HORVAT","TOMI HORVAT","Bristol City","Bristol City","CH",1,115355,0,FALSE
1222,"M","TOMMY MCDERMOTT","TOMMY MCDERMOTT","Shrewsbury","Burnley","CH",1,149128,0,FALSE
1223,"M","TONY SPRINGETT","TONY SPRINGETT","Norwich","Leyton Orient","L1",1,133533,0,FALSE
1224,"M","VITALY JANELT","VITALY JANELT","Brentford","Brentford","PL",1,100626,0,FALSE
1226,"M","WILL ALVES","WILL ALVES","Huddersfield","Leicester","L1",1,144521,0,FALSE
1227,"M","WILL VAULKS","WILL VAULKS","Oxford","Tranmere","L2",1,65293,0,FALSE
1228,"M","YEGOR YARMOLYUK","YEHOR YARMOLIUK","Brentford","Brentford","PL",1,130001,0.0888888888888889,FALSE
1229,"M","ZEIDANE INOUSSA","ZEIDANE INOUSSA","Swansea","Swansea","CH",1,137547,0,FALSE
1230,"F","ERLING HAALAND","ERLING HAALAND","Manchester City","Manchester City","PL",38,101493,0,FALSE
1231,"F","OLLIE PEARCE","OLLIE PEARCE","York","York","L2",34,106633,0,FALSE
1232,"F","EMMANUEL DIESERUVWE","EMMANUEL DIESERUVWE","Rochdale","Rochdale","L2",29,72487,0,FALSE
1233,"F","AARON DRINAN","AARON DRINAN","Swindon","Swindon","L2",25,104249,0,FALSE
1234,"F","IGOR THIAGO","IGOR THIAGO","Brentford","Brentford","PL",25,151107,0,FALSE
1235,"F","ZAN VIPOTNIK","ZAN VIPOTNIK","Swansea","Swansea","CH",25,137575,0,FALSE
1236,"F","DOM BALLARD","DOM BALLARD","Leyton Orient","Leyton Orient","L1",23,144974,0,FALSE
1237,"F","JAZE KABIA","JAZE KABIA","Grimsby","Grimsby","L2",23,129555,0,FALSE
1238,"F","ISMAILA SARR","ISMAILA SARR","Crystal Palace","Crystal Palace","PL",21,94668,0,FALSE
1239,"F","JAYDEN WAREHAM","JAYDEN WAREHAM","Exeter","Exeter","L2",21,128558,0,FALSE
1240,"F","KYLE WOOTTON","KYLE WOOTTON","Stockport","Stockport","L1",21,77148,0,FALSE
1241,"F","OLLIE WATKINS","OLLIE WATKINS","Aston Villa","Aston Villa","PL",21,74516,0,FALSE
1242,"F","VIKTOR GYOKERES","VIKTOR GYOKERES","Arsenal","Arsenal","PL",21,114280,0,FALSE
1243,"F","JOAO PEDRO","JOAO PEDRO","Chelsea","Chelsea","PL",20,128568,0,FALSE
1244,"F","JOSH STONES","JOSH STONES","York","York","L2",20,145869,0,FALSE
1245,"F","ASHLEY FLETCHER","ASHLEY FLETCHER","Blackpool","Huddersfield","L1",19,89684,0,FALSE
1246,"F","OLI MCBURNIE","OLIVER MCBURNIE","Hull","Hull","CH",19,73579,0.15,FALSE
1247,"F","HAJI WRIGHT","HAJI WRIGHT","Coventry","Coventry","PL",18,102802,0,FALSE
1248,"F","LORENT TOLAJ","LORENT TOLAJ","Plymouth","Bristol City","CH",18,126929,0,FALSE
1249,"F","ALASSANA JATTA","BALAZS TOTH","Notts County","Blackburn","CH",17,74862,0.287878787878788,TRUE
1250,"F","DANIEL KANU","DANIEL KANU","Walsall","Charlton","CH",17,156660,0,FALSE
1251,"F","HARRY LEONARD","HARRY LEONARD","Peterborough","Peterborough","L1",17,163827,0,FALSE
1252,"F","HUGO EKITIKE","HUGO EKITIKE","Liverpool","Liverpool","PL",17,131205,0,FALSE
1253,"F","KABONGO TSHIMANGA","KABONGO TSHIMANGA","Barnet","Barnet","L2",17,78913,0,FALSE
1254,"F","ARIBIM PEPPLE","ARIBIM PEPPLE","Plymouth","Plymouth","CH",16,165601,0,FALSE
1256,"F","JACK MARRIOTT","JACK MARRIOTT","Reading","Reading","L1",16,70010,0,FALSE
1257,"F","JEAN-PHILIPPE MATETA","JEAN-PHILIPPE MATETA","Crystal Palace","Crystal Palace","PL",16,94648,0,FALSE
1258,"F","MICHAEL CHEEK","MICHAEL CHEEK","Bromley","Bromley","L1",16,79412,0,FALSE
1259,"F","DAVID MCGOLDRICK","DAVID MCGOLDRICK","Barnsley","Mansfield","L1",15,37797,0,FALSE
1262,"F","JOE TAYLOR","JOE TAYLOR","Wigan","Huddersfield","L1",15,145236,0,FALSE
1263,"F","YOUSEF SALECH","YOUSEF SALECH","Cardiff","Cardiff","CH",15,140720,0,FALSE
1264,"F","CALLUM STEAD","CALLUM STEAD","Barnet","Cambridge","L1",14,160134,0,FALSE
1265,"F","DANNY WELBECK","DANNY WELBECK","Brighton","Chelsea","PL",14,48971,0,FALSE
1266,"F","ELLIS SIMMS","ELLIS SIMMS","Coventry","Coventry","PL",14,116941,0,FALSE
1267,"F","IGOR JESUS","IGOR JESUS","Nottingham Forest","Nottingham Forest","PL",14,194838,0,FALSE
1268,"F","JAMIE REID","JAMIE REID","Stevenage","Stevenage","L1",14,68053,0,FALSE
1269,"F","LEE BONIS","LEE BONIS","Chesterfield","Chesterfield","L2",14,134127,0,FALSE
1270,"F","MATTHEW DENNIS","MATTHEW DENNIS","Notts County","Burton","L1",14,133520,0,FALSE
1271,"F","TYRESE SHADE","TYRESE SHADE","Burton","Burton","L1",14,102376,0,FALSE
1272,"F","ADAM ARMSTRONG","ADAM ARMSTRONG","Wolves","Wolves","CH",13,74581,0,FALSE
1273,"F","BRANDON THOMAS-ASANTE","BRANDON THOMAS-ASANTE","Coventry","Coventry","PL",13,93901,0,FALSE
1274,"F","ELI JUNIOR KROUPI","JUNIOR KROUPI","Bournemouth","Bournemouth","PL",13,176613,0.245098039215686,FALSE
1275,"F","JAKE BEESLEY","JAKE BEESLEY","Burton","Bradford","L1",13,75654,0,FALSE
1277,"F","KIEFFER MOORE","KIEFFER MOORE","Wrexham","Wrexham","CH",13,70655,0,FALSE
1278,"F","NICKE KABAMBA","NICKE KABAMBA","Bromley","Bromley","L1",13,79543,0,FALSE
1279,"F","PATRICK BAMFORD","PATRICK BAMFORD","Sheffield United","Sheffield United","CH",13,62464,0,FALSE
1281,"F","TOMMY CONWAY","TOMMY CONWAY","Middlesbrough","Middlesbrough","CH",13,134873,0,FALSE
1282,"F","BENJAMIN SESKO","BENJAMIN SESKO","Manchester United","Manchester United","PL",12,120995,0,FALSE
1283,"F","BRYAN MBEUMO","BRYAN MBEUMO","Manchester United","Manchester United","PL",12,110888,0,FALSE
1284,"F","CARLTON MORRIS","CARLTON MORRIS","Derby","Derby","CH",12,77018,0,FALSE
1285,"F","CAULEY WOODROW","CAULEY WOODROW","Wycombe","Wycombe","L1",12,57719,0,FALSE
1286,"F","CHARLES VERNAM","CHARLES VERNAM","Grimsby","Grimsby","L2",12,96011,0,FALSE
1287,"F","EMIL RIIS","EMIL RIIS","Bristol City","Bristol City","CH",12,96012,0,FALSE
1288,"F","FABRIZIO CAVEGN","FABRIZIO CAVEGN","Bristol Rovers","Bristol Rovers","L2",12,166762,0,FALSE
1290,"F","MARCUS BROWNE","MARCUS BROWNE","Wimbledon","Wimbledon","L1",12,90114,0,FALSE
1291,"F","MASON BURSTOW","MASON BURSTOW","Bolton","Hull","CH",12,144491,0,FALSE
1292,"F","OLLIE PALMER","OLLIE PALMER","Swindon","Swindon","L2",12,57862,0,FALSE
1293,"F","RICHARLISON","RICHARLISON","Tottenham","Tottenham","PL",12,106787,0,FALSE
1294,"F","ROB STREET","ROB STREET","Lincoln","Lincoln","CH",12,137455,0,FALSE
1295,"F","WILL LANKSHEAR","WILL LANKSHEAR","Oxford","Middlesbrough","CH",12,166588,0,FALSE
1296,"F","DANIEL UDOH","DANIEL UDOH","Salford","Salford","L2",11,90653,0,FALSE
1297,"F","ELLIS HARRISON","ELLIS HARRISON","Bristol Rovers","Bristol Rovers","L2",11,59293,0,FALSE
1298,"F","EMRE TEZGEL","EMRE TEZGEL","Crewe","Wycombe","L1",11,149144,0,FALSE
1299,"F","GEORGE HIRST","GEORGE HIRST","Ipswich","Ipswich","PL",11,94672,0,FALSE
1300,"F","JAY STANSFIELD","JAY STANSFIELD","Birmingham","Birmingham","CH",11,128576,0,FALSE
1301,"F","JOSH MARCH","JOSH MARCH","Crewe","Crewe","L2",11,123635,0,FALSE
1302,"F","MARVIN DUCKSCH","MARVIN DUCKSCH","Birmingham","Birmingham","CH",11,70956,0,FALSE
1303,"F","NICK WOLTEMADE","NICK WOLTEMADE","Newcastle","Newcastle","PL",11,126191,0,FALSE
1304,"F","RHYS OATES","RHYS OATES","Mansfield","Mansfield","L1",11,69039,0,FALSE
1305,"F","RICHARD KONE","RICHARD KONE","QPR","QPR","CH",11,187443,0,FALSE
1306,"F","ROSS STEWART","ROSS STEWART","Southampton","Southampton","CH",11,115492,0,FALSE
1307,"F","SAM DALBY","SAM DALBY","Bolton","Bolton","CH",11,96035,0,FALSE
1308,"F","WILL EVANS","WILL EVANS","Mansfield","Mansfield","L1",11,96472,0,FALSE
1310,"F","BETO","BETO","Everton","Everton","PL",10,121804,0,FALSE
1311,"F","DEVANTE RODNEY","DEVANTE RODNEY","Rochdale","Rochdale","L2",10,100505,0,FALSE
1312,"F","GIDEON KODUA","GIDEON KODUA","Luton","Luton","L1",10,167659,0,FALSE
1313,"F","JORGEN STRAND LARSEN","JORGEN STRAND LARSEN","Crystal Palace","Crystal Palace","PL",10,101149,0,FALSE
1314,"F","JOSH COBURN","JOSH COBURN","Millwall","Millwall","CH",10,138500,0,FALSE
1315,"F","KELVIN EHIBHATIOMHAN","KELVIN ABREFA","Reading","Reading","L1",10,145829,0.231585081585082,FALSE
1316,"F","LUCA KJERRUMGAARD","LUCA KJERRUMGAARD","Watford","Watford","CH",10,163748,0,FALSE
1317,"F","LUCAS AKINS","LUCAS AKINS","Mansfield","Mansfield","L1",10,46484,0,FALSE
1318,"F","MATHEUS CUNHA","MATHEUS CUNHA","Manchester United","Manchester United","PL",10,105629,0,FALSE
1319,"F","MICHAEL MELLON","MICHAEL MELLON","Oldham","Burnley","CH",10,171864,0,FALSE
1321,"F","PATRICK AGYEMANG","PATRICK AGYEMANG","Derby","Derby","CH",10,174727,0,FALSE
1322,"F","RAUL JIMENEZ","RAUL JIMENEZ","Fulham","Wolves","CH",10,69582,0,FALSE
1323,"F","RUMARN BURRELL","RUMARN BURRELL","QPR","QPR","CH",10,116585,0,FALSE
1324,"F","YUKI OHASHI","YUKI OHASHI","Blackburn","Blackburn","CH",10,148463,0,FALSE
1325,"F","ANDY COOK","ANDY COOK","Grimsby","Grimsby","L2",9,52497,0,FALSE
1326,"F","BOJAN RADULOVIC","BOJAN RADULOVIC","Huddersfield","Huddersfield","L1",9,114312,0,FALSE
1327,"F","CALLUM ROBINSON","CALLUM ROBINSON","Cardiff","Cardiff","CH",9,72637,0,FALSE
1328,"F","CODY GAKPO","CODY GAKPO","Liverpool","Liverpool","PL",9,110166,0,FALSE
1329,"F","CYLE LARIN","CYLE LARIN","Southampton","Southampton","CH",9,81930,0,FALSE
1330,"F","IAN HENDERSON","IAN HENDERSON","Rochdale","Rochdale","L2",9,29475,0,FALSE
1331,"F","JOSH GORDON","JOSH GORDON","Barrow","Exeter","L2",9,107782,0,FALSE
1332,"F","MATTY STEVENS","MATTY STEVENS","Wimbledon","Wimbledon","L1",9,77819,0,FALSE
1333,"F","MIHAILO IVANOVIC","MIHAILO IVANOVIC","Millwall","Millwall","CH",9,161274,0,FALSE
1335,"F","OWEN OSENI","OWEN OSENI","Plymouth","Plymouth","CH",9,165502,0,FALSE
1337,"F","SAM SMITH","SAM SMITH","Wrexham","Wrexham","CH",9,99462,0,FALSE
1338,"F","WILLIAM OSULA","WILLIAM OSULA","Newcastle","Newcastle","PL",9,139385,0,FALSE
1339,"F","AARON CONNOLLY","AARON CONNOLLY","Leyton Orient","Leyton Orient","L1",8,107304,0,FALSE
1340,"F","BEN BRERETON DIAZ","BEN BRERETON","Derby","Southampton","CH",8,100711,0.0980392156862745,TRUE
1341,"F","BEN HOUSE","BEN HOUSE","Lincoln","Lincoln","CH",8,107768,0,FALSE
1342,"F","BILLY SHARP","BILLY SHARP","Doncaster","Doncaster","L1",8,38747,0,FALSE
1343,"F","DANNY ROSE","DANNY ANDREW","Barrow","Fleetwood","L2",8,71461,0.177777777777778,TRUE
